composition,formation_energy (eV/atom),mode_AtomicWeight,max_Electronegativity,avg_Electronegativity,dev_Electronegativity,sum_Electronegativity,mode_Row,mode_GSvolume_pa,mode_CovalentRadius,range_Electronegativity,avg_Column,dev_NpUnfilled,mode_MendeleevNumber,mode_MeltingT,mode_Number,min_CovalentRadius,dev_NpValence,min_MeltingT,mode_SpaceGroupNumber,sum_NpValence,mode_NValence,max_MendeleevNumber,dev_NdValence,avg_CovalentRadius,avg_NpValence,min_AtomicWeight,min_SpaceGroupNumber,min_GSvolume_pa,mode_Column,min_Number,sum_SpaceGroupNumber,mode_NpUnfilled,sum_MeltingT,mode_NpValence,avg_MeltingT,mode_NUnfilled,avg_SpaceGroupNumber,avg_NdValence,range_SpaceGroupNumber,sum_CovalentRadius,sum_Column,max_NpValence,dev_SpaceGroupNumber,max_Column,sum_NdValence,sum_GSbandgap,range_NpValence,avg_MendeleevNumber,sum_MendeleevNumber,dev_CovalentRadius,max_NValence,sum_NpUnfilled,range_Column,max_GSbandgap,range_GSbandgap,dev_Column,max_NdValence,max_MeltingT,dev_GSbandgap,range_NdValence
Lu3 In1 N1,-1.218801316,174.9668,3.04,1.7260000000000002,0.5472000000000001,8.629999999999999,6.0,28.865,187.0,1.77,7.4,1.92,41.0,1936.0,71.0,71.0,0.96,63.05,194.0,4.0,17.0,82.0,2.9600000000000004,154.79999999999998,0.8,14.0067,139.0,14.76875,3.0,7.0,915.0,0.0,6300.8,0.0,1260.16,9.0,183.0,2.6,55.0,774.0,37.0,3.0,17.6,15.0,13.0,6.437,3.0,56.0,280.0,38.64000000000001,17.0,8.0,12.0,6.437,6.437,5.279999999999999,10.0,1936.0,2.0598400000000003,10.0
Lu3 Pb1 C1,-0.566785402,174.9668,2.55,1.738,0.5616,8.690000000000001,6.0,28.865,187.0,1.2799999999999998,7.4,1.92,41.0,1936.0,71.0,76.0,0.96,600.61,194.0,4.0,17.0,81.0,2.9600000000000004,156.6,0.8,12.0107,194.0,5.64,3.0,6.0,1001.0,0.0,10231.61,0.0,2046.322,9.0,200.2,2.6,31.0,783.0,37.0,2.0,9.919999999999996,14.0,13.0,4.496,2.0,56.2,281.0,36.48,28.0,8.0,11.0,4.496,4.496,5.28,10.0,3823.0,1.43872,10.0
Lu3 Sn1 C1,-0.669114644,174.9668,2.55,1.664,0.4728,8.32,6.0,28.865,187.0,1.2799999999999998,7.4,1.92,41.0,1936.0,71.0,76.0,0.96,505.08,194.0,4.0,17.0,80.0,2.9600000000000004,155.2,0.8,12.0107,141.0,5.64,3.0,6.0,917.0,0.0,10136.08,0.0,2027.216,9.0,183.4,2.6,53.0,776.0,37.0,2.0,16.959999999999997,14.0,13.0,4.496,2.0,55.99999999999999,280.0,38.16,17.0,8.0,11.0,4.496,4.496,5.28,10.0,3823.0,1.43872,10.0
Lu3 Tl1 C1,-0.525231942,174.9668,2.55,1.596,0.3912,7.979999999999999,6.0,28.865,187.0,1.2799999999999998,7.200000000000001,2.16,41.0,1936.0,71.0,76.0,0.72,577.0,194.0,3.0,17.0,77.0,2.9600000000000004,156.39999999999998,0.6000000000000001,12.0107,194.0,5.64,3.0,6.0,970.0,0.0,10208.0,0.0,2041.6,9.0,194.0,2.6,0.0,782.0,36.0,2.0,0.0,14.0,13.0,4.496,2.0,55.2,276.0,36.72,27.0,9.0,11.0,4.496,4.496,5.040000000000001,10.0,3823.0,1.43872,10.0
Lu1 B1 O3,-3.569151516,15.9994,3.44,2.726,0.8568,13.63,2.0,9.105,66.0,2.17,12.8,1.12,87.0,54.8,8.0,66.0,1.6800000000000002,54.8,12.0,13.0,6.0,87.0,0.32,93.8,2.6,10.811,12.0,7.1725,16.0,5.0,396.0,2.0,4448.4,4.0,889.6800000000001,2.0,79.2,0.2,182.0,469.0,64.0,4.0,80.64,16.0,1.0,1.524,4.0,74.8,374.0,37.28,17.0,11.0,13.0,1.524,1.524,3.92,1.0,2348.0,0.48768,1.0
Lu1 B1 Rh3,-0.888095088,102.9055,2.28,2.03,0.304,10.15,5.0,13.64,142.0,1.0099999999999998,8.6,1.6,59.0,2237.0,45.0,84.0,0.32,1936.0,225.0,1.0,9.0,72.0,3.6,139.4,0.2,10.811,166.0,7.1725,9.0,5.0,1035.0,0.0,10995.0,0.0,2199.0,3.0,207.0,5.0,59.0,697.0,43.0,1.0,21.6,13.0,25.0,1.524,1.0,58.0,290.0,22.16,17.0,5.0,10.0,1.524,1.524,2.24,8.0,2348.0,0.48768,8.0
Lu1 Cr1 O3,-3.253673552,15.9994,3.44,2.6500000000000004,0.948,13.25,2.0,9.105,66.0,2.17,11.4,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,1.52,104.8,2.4,15.9994,12.0,9.105,16.0,8.0,459.0,2.0,4280.4,4.0,856.08,2.0,91.8,1.2,217.0,524.0,57.0,4.0,95.76,16.0,6.0,0.0,4.0,70.19999999999999,351.0,46.56,17.0,6.0,13.0,0.0,0.0,5.52,5.0,2180.0,0.0,5.0
Lu1 Ga1 O3,-3.219932291,15.9994,3.44,2.68,0.912,13.4,2.0,9.105,66.0,2.17,12.8,1.12,87.0,54.8,8.0,66.0,1.6800000000000002,54.8,12.0,13.0,6.0,87.0,3.12,101.4,2.6,15.9994,12.0,9.105,16.0,8.0,294.0,2.0,2403.31,4.0,480.662,2.0,58.80000000000001,2.2,182.0,507.0,64.0,4.0,56.16,16.0,11.0,0.0,4.0,75.19999999999999,376.0,42.48,17.0,11.0,13.0,0.0,0.0,3.92,10.0,1936.0,0.0,10.0
Lu1 Mn1 O3,-3.110406498,15.9994,3.44,2.628,0.9744,13.14,2.0,9.105,66.0,2.17,11.6,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,1.52,104.8,2.4,15.9994,12.0,9.105,16.0,8.0,447.0,2.0,3619.4,4.0,723.88,2.0,89.40000000000002,1.2,205.0,524.0,58.0,4.0,92.88,16.0,6.0,0.0,4.0,70.8,354.0,46.56,17.0,6.0,13.0,0.0,0.0,5.279999999999999,5.0,1936.0,0.0,5.0
Lu1 Rh3 C1,-0.552041181,102.9055,2.55,2.132,0.3448,10.66,5.0,13.64,142.0,1.2799999999999998,8.8,1.2800000000000002,59.0,2237.0,45.0,76.0,0.6400000000000001,1936.0,225.0,2.0,9.0,77.0,3.6,137.79999999999998,0.4,12.0107,194.0,5.64,9.0,6.0,1063.0,0.0,12470.0,0.0,2494.0,3.0,212.6,5.0,31.0,689.0,44.0,2.0,14.879999999999995,14.0,25.0,4.496,2.0,59.0,295.0,24.720000000000013,17.0,4.0,11.0,4.496,4.496,2.3199999999999994,8.0,3823.0,1.43872,8.0
Lu1 Rh1 O3,-2.612046789,15.9994,3.44,2.774,0.7992,13.87,2.0,9.105,66.0,2.17,12.0,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,2.4800000000000004,105.4,2.4,15.9994,12.0,9.105,16.0,8.0,455.0,2.0,4337.4,4.0,867.4800000000001,2.0,91.0,1.8,213.0,527.0,60.0,4.0,94.8,16.0,9.0,0.0,4.0,72.19999999999999,361.0,47.28,17.0,6.0,13.0,0.0,0.0,4.800000000000001,8.0,2237.0,0.0,8.0
Lu1 Ru3 C1,-0.279639095,101.07,2.55,2.084,0.3256,10.420000000000002,5.0,13.51,146.0,1.2799999999999998,8.200000000000001,1.2800000000000002,56.0,2607.0,44.0,76.0,0.6400000000000001,1936.0,194.0,2.0,8.0,77.0,3.12,140.2,0.4,12.0107,194.0,5.64,8.0,6.0,970.0,0.0,13580.0,0.0,2716.0,4.0,194.0,4.4,0.0,701.0,41.0,2.0,0.0,14.0,22.0,4.496,2.0,57.2,286.0,25.680000000000007,17.0,4.0,11.0,4.496,4.496,2.3200000000000007,7.0,3823.0,1.43872,7.0
Mg3 As1 N1,-0.896367267,24.305,3.04,1.83,0.624,9.15,3.0,22.89,141.0,1.73,7.2,1.44,68.0,923.0,12.0,71.0,1.44,63.05,194.0,6.0,2.0,84.0,3.2,122.6,1.2000000000000002,14.0067,166.0,14.76875,2.0,7.0,942.0,0.0,3922.05,0.0,784.41,0.0,188.4,2.0,28.0,613.0,36.0,3.0,8.959999999999997,15.0,10.0,6.437,3.0,74.0,370.0,22.08,15.0,6.0,13.0,6.437,6.437,6.24,10.0,1090.0,2.0598400000000003,10.0
Mg3 Sb1 N1,-0.705936314,24.305,3.04,1.804,0.5928,9.02,3.0,22.89,141.0,1.73,7.2,1.44,68.0,923.0,12.0,71.0,1.44,63.05,194.0,6.0,2.0,85.0,3.2,126.6,1.2000000000000002,14.0067,166.0,14.76875,2.0,7.0,942.0,0.0,3735.83,0.0,747.1659999999999,0.0,188.4,2.0,28.0,633.0,36.0,3.0,8.959999999999997,15.0,10.0,6.437,3.0,74.2,371.0,22.24,15.0,6.0,13.0,6.437,6.437,6.24,10.0,923.0,2.0598400000000003,10.0
Mg1 C1 O3,-2.442494106,15.9994,3.44,2.8360000000000003,0.7247999999999999,14.18,2.0,9.105,66.0,2.13,12.8,0.8,87.0,54.8,8.0,66.0,1.44,54.8,12.0,14.0,6.0,87.0,0.0,83.0,2.8,12.0107,12.0,5.64,16.0,6.0,424.0,2.0,4910.4,4.0,982.08,2.0,84.80000000000001,0.0,182.0,415.0,64.0,4.0,87.36000000000001,16.0,0.0,4.496,4.0,81.19999999999999,406.0,23.200000000000003,6.0,10.0,14.0,4.496,4.496,4.319999999999999,0.0,3823.0,1.43872,0.0
Mg1 Co3 C1,-0.048490149,58.933195,2.55,1.9,0.26,9.5,4.0,10.245,126.0,1.2399999999999998,8.6,1.2800000000000002,58.0,1768.0,27.0,76.0,0.6400000000000001,923.0,194.0,2.0,9.0,77.0,3.3600000000000003,119.0,0.4,12.0107,194.0,5.64,9.0,6.0,970.0,0.0,10050.0,0.0,2010.0,3.0,194.0,4.2,0.0,595.0,43.0,2.0,0.0,14.0,21.0,4.496,2.0,63.8,319.0,17.200000000000003,9.0,4.0,12.0,4.496,4.496,2.640000000000001,7.0,3823.0,1.43872,7.0
Mg1 Mn1 O3,-2.365742392,15.9994,3.44,2.636,0.9648,13.18,2.0,9.105,66.0,2.13,11.4,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,1.6,95.6,2.4,15.9994,12.0,9.105,16.0,8.0,447.0,2.0,2606.4,4.0,521.28,2.0,89.40000000000002,1.0,205.0,478.0,57.0,4.0,92.88,16.0,5.0,0.0,4.0,76.19999999999999,381.0,35.52,7.0,6.0,14.0,0.0,0.0,5.52,5.0,1519.0,0.0,5.0
Mg1 Ni3 C1,-0.130289974,58.6934,2.55,1.918,0.2527999999999999,9.59,4.0,10.32,124.0,1.2399999999999998,9.2,1.2800000000000002,61.0,1728.0,28.0,76.0,0.6400000000000001,923.0,225.0,2.0,10.0,77.0,3.84,117.8,0.4,12.0107,194.0,5.64,10.0,6.0,1063.0,0.0,9930.0,0.0,1986.0,2.0,212.6,4.8,31.0,589.0,46.0,2.0,14.879999999999995,14.0,24.0,4.496,2.0,65.60000000000001,328.0,16.720000000000002,10.0,4.0,12.0,4.496,4.496,2.8799999999999994,8.0,3823.0,1.43872,8.0
Mg1 P1 S3,-1.051832831,32.065,2.58,2.248,0.3984,11.24,3.0,25.786875,105.0,1.27,13.0,0.7200000000000001,88.0,388.36,16.0,105.0,1.2000000000000002,317.3,70.0,15.0,6.0,88.0,0.0,112.6,3.0,24.305,2.0,22.5702380952,16.0,12.0,406.0,2.0,2405.38,4.0,481.076,2.0,81.2,0.0,192.0,563.0,65.0,4.0,45.120000000000005,16.0,0.0,8.231,4.0,83.0,415.0,11.360000000000008,6.0,9.0,14.0,2.202,2.202,4.4,0.0,923.0,0.66696,0.0
Mg1 P1 Se3,-0.881643759,78.96,2.55,2.2299999999999995,0.384,11.15,4.0,25.92,120.0,1.2399999999999998,13.0,0.7200000000000001,89.0,494.0,34.0,107.0,1.2000000000000002,317.3,14.0,15.0,16.0,89.0,4.800000000000001,121.6,3.0,24.305,2.0,22.5702380952,16.0,12.0,238.0,2.0,2722.3,4.0,544.46,2.0,47.6,6.0,192.0,608.0,65.0,4.0,58.56,16.0,30.0,4.022,4.0,83.6,418.0,7.760000000000006,16.0,9.0,14.0,1.625,1.625,4.4,10.0,923.0,0.32824,10.0
Mg1 Se1 O3,-2.024735936,15.9994,3.44,2.8360000000000003,0.7247999999999999,14.18,2.0,9.105,66.0,2.13,13.2,0.6399999999999999,87.0,54.8,8.0,66.0,1.2799999999999998,54.8,12.0,16.0,6.0,89.0,3.2,91.8,3.2,15.9994,12.0,9.105,16.0,8.0,244.0,2.0,1581.4,4.0,316.28000000000003,2.0,48.8,2.0,182.0,459.0,66.0,4.0,58.08,16.0,10.0,0.799,4.0,83.6,418.0,30.96,16.0,8.0,14.0,0.799,0.799,4.48,10.0,923.0,0.25568,10.0
Mg1 Ti1 O3,-3.362936646,15.9994,3.44,2.6340000000000003,0.9671999999999998,13.17,2.0,9.105,66.0,2.13,10.8,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,0.6400000000000001,99.8,2.4,15.9994,12.0,9.105,16.0,8.0,424.0,2.0,3028.4,4.0,605.6800000000001,2.0,84.80000000000001,0.4,182.0,499.0,54.0,4.0,87.36000000000001,16.0,2.0,0.0,4.0,74.4,372.0,40.56,6.0,6.0,14.0,0.0,0.0,6.24,2.0,1941.0,0.0,2.0
Mg1 Tl1 F3,-3.077413419,18.9984032,3.98,2.974,1.2071999999999998,14.87,2.0,9.7075,57.0,2.67,13.2,1.36,93.0,53.5,9.0,57.0,2.16,53.5,15.0,16.0,7.0,93.0,3.2,91.4,3.2,18.9984032,15.0,9.7075,17.0,9.0,433.0,1.0,1660.5,5.0,332.1,1.0,86.60000000000001,2.0,179.0,457.0,66.0,5.0,85.92,17.0,10.0,5.91,5.0,84.6,423.0,41.28,27.0,8.0,15.0,1.97,1.97,4.5600000000000005,10.0,923.0,0.9456,10.0
Mg1 V1 O3,-2.768925974,15.9994,3.44,2.652,0.9456,13.26,2.0,9.105,66.0,2.13,11.0,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,0.96,98.4,2.4,15.9994,12.0,9.105,16.0,8.0,459.0,2.0,3270.4,4.0,654.08,2.0,91.8,0.6000000000000001,217.0,492.0,55.0,4.0,95.76,16.0,3.0,0.0,4.0,75.0,375.0,38.88,6.0,6.0,14.0,0.0,0.0,6.0,3.0,2183.0,0.0,3.0
Mn3 Al1 C1,-0.191570678,54.938045,2.55,1.762,0.3151999999999999,8.81,4.0,10.4875862069,139.0,0.9999999999999998,9.6,2.16,52.0,1519.0,25.0,76.0,0.72,933.47,217.0,3.0,7.0,77.0,2.4000000000000004,122.8,0.6000000000000001,12.0107,194.0,5.64,7.0,6.0,1070.0,0.0,9313.47,0.0,1862.694,5.0,214.0,3.0,31.0,614.0,48.0,2.0,8.0,14.0,15.0,4.496,2.0,61.2,306.0,19.44,7.0,9.0,7.0,4.496,4.496,3.12,5.0,3823.0,1.43872,5.0
Mn3 Ga1 C1,-0.120130931,54.938045,2.55,1.802,0.3023999999999999,9.010000000000002,4.0,10.4875862069,139.0,0.9999999999999998,9.6,2.16,52.0,1519.0,25.0,76.0,0.72,302.91,217.0,3.0,7.0,77.0,2.0,123.0,0.6000000000000001,12.0107,64.0,5.64,7.0,6.0,909.0,0.0,8682.91,0.0,1736.582,5.0,181.8,5.0,153.0,615.0,48.0,2.0,47.11999999999999,14.0,25.0,4.496,2.0,61.4,307.0,19.2,13.0,9.0,7.0,4.496,4.496,3.12,10.0,3823.0,1.43872,10.0
Mn3 Ga1 N1,-0.442840044,54.938045,3.04,1.9,0.456,9.5,4.0,10.4875862069,139.0,1.49,9.8,1.92,52.0,1519.0,25.0,71.0,0.96,63.05,217.0,4.0,7.0,82.0,2.0,122.0,0.8,14.0067,64.0,10.4875862069,7.0,7.0,909.0,0.0,4922.96,0.0,984.592,5.0,181.8,5.0,153.0,610.0,49.0,3.0,47.11999999999999,15.0,25.0,6.437,3.0,62.400000000000006,312.0,20.4,13.0,8.0,8.0,6.437,6.437,3.3600000000000003,10.0,1519.0,2.0598400000000003,10.0
Mn3 Pt1 N1,-0.380822568,54.938045,3.04,1.994,0.5327999999999999,9.97,4.0,10.4875862069,139.0,1.49,9.2,0.96,52.0,1519.0,25.0,71.0,0.96,63.05,217.0,3.0,7.0,82.0,1.92,124.8,0.6000000000000001,14.0067,194.0,10.4875862069,7.0,7.0,1070.0,0.0,6661.45,0.0,1332.29,5.0,214.0,4.8,31.0,624.0,46.0,3.0,8.0,15.0,24.0,6.437,3.0,60.2,301.0,21.520000000000003,24.0,3.0,8.0,6.437,6.437,2.64,9.0,2041.4,2.0598400000000003,9.0
Mn3 Sn1 H1,-0.043645212,54.938045,2.2,1.762,0.2544,8.81,4.0,10.4875862069,139.0,0.6500000000000001,7.2,1.2800000000000002,52.0,1519.0,25.0,31.0,0.6400000000000001,14.01,217.0,2.0,7.0,92.0,2.0,117.4,0.4,1.00794,141.0,6.615,7.0,1.0,986.0,0.0,5076.09,0.0,1015.218,5.0,197.2,5.0,76.0,587.0,36.0,2.0,23.76,14.0,25.0,7.853,2.0,65.60000000000001,328.0,34.56,14.0,4.0,13.0,7.853,7.853,2.7200000000000006,10.0,1519.0,2.51296,10.0
Mn3 Zn1 N1,-0.450575119,54.938045,3.04,1.868,0.4688,9.34,4.0,10.4875862069,139.0,1.49,9.6,0.96,52.0,1519.0,25.0,71.0,0.96,63.05,217.0,3.0,7.0,82.0,2.0,122.0,0.6000000000000001,14.0067,194.0,10.4875862069,7.0,7.0,1039.0,0.0,5312.7300000000005,0.0,1062.5459999999998,5.0,207.8,5.0,23.0,610.0,48.0,3.0,11.04,15.0,25.0,6.437,3.0,61.400000000000006,307.0,20.4,12.0,3.0,8.0,6.437,6.437,3.12,10.0,1519.0,2.0598400000000003,10.0
Mn1 C1 O3,-2.013448067,15.9994,3.44,2.8840000000000003,0.6672,14.42,2.0,9.105,66.0,1.89,13.8,0.8,87.0,54.8,8.0,66.0,1.44,54.8,12.0,14.0,6.0,87.0,1.6,82.6,2.8,12.0107,12.0,5.64,16.0,6.0,447.0,2.0,5506.4,4.0,1101.2800000000002,2.0,89.40000000000002,1.0,205.0,413.0,69.0,4.0,92.88,16.0,5.0,4.496,4.0,78.0,390.0,22.559999999999995,7.0,10.0,9.0,4.496,4.496,2.72,5.0,3823.0,1.43872,5.0
Mn1 Co1 O3,-1.649918886,15.9994,3.44,2.75,0.8280000000000001,13.75,2.0,9.105,66.0,1.89,12.8,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,2.88,92.6,2.4,15.9994,12.0,9.105,16.0,8.0,447.0,2.0,3451.4,4.0,690.2800000000001,2.0,89.40000000000002,2.4000000000000004,205.0,463.0,64.0,4.0,92.88,16.0,12.0,0.0,4.0,74.19999999999999,371.0,31.92,9.0,6.0,9.0,0.0,0.0,3.84,7.0,1768.0,0.0,7.0
Mn1 Ge1 O3,-2.135882779,15.9994,3.44,2.776,0.7968000000000001,13.88,2.0,9.105,66.0,1.89,13.8,0.8,87.0,54.8,8.0,66.0,1.44,54.8,12.0,14.0,6.0,87.0,3.6,91.4,2.8,15.9994,12.0,9.105,16.0,8.0,478.0,2.0,2894.8,4.0,578.96,2.0,95.6,3.0,213.0,457.0,69.0,4.0,100.32,16.0,15.0,0.383,4.0,78.4,392.0,30.48,14.0,10.0,9.0,0.383,0.383,2.72,10.0,1519.0,0.12256,10.0
Mn1 Ni1 O3,-1.619272341,15.9994,3.44,2.756,0.8208,13.78,2.0,9.105,66.0,1.89,13.0,0.96,87.0,54.8,8.0,66.0,1.92,54.8,12.0,12.0,6.0,87.0,3.12,92.2,2.4,15.9994,12.0,9.105,16.0,8.0,478.0,2.0,3411.4,4.0,682.2800000000001,2.0,95.6,2.6,213.0,461.0,65.0,4.0,100.32,16.0,13.0,0.0,4.0,74.8,374.0,31.44,10.0,6.0,9.0,0.0,0.0,3.6,8.0,1728.0,0.0,8.0
Mn1 P1 S3,-0.706477744,32.065,2.58,2.2960000000000003,0.3408,11.48,3.0,25.786875,105.0,1.03,14.0,0.7200000000000001,88.0,388.36,16.0,105.0,1.2000000000000002,317.3,70.0,15.0,6.0,88.0,1.6,112.2,3.0,30.973762,2.0,10.4875862069,16.0,15.0,429.0,2.0,3001.38,4.0,600.276,2.0,85.80000000000001,1.0,215.0,561.0,70.0,4.0,52.48,16.0,5.0,8.231,4.0,79.8,399.0,10.720000000000002,7.0,9.0,9.0,2.202,2.202,2.8,5.0,1519.0,0.66696,5.0
Mn1 P1 Se3,-0.540280137,78.96,2.55,2.278,0.3264,11.39,4.0,25.92,120.0,0.9999999999999998,14.0,0.7200000000000001,89.0,494.0,34.0,107.0,1.2000000000000002,317.3,14.0,15.0,16.0,89.0,3.6,121.2,3.0,30.973762,2.0,10.4875862069,16.0,15.0,261.0,2.0,3318.3,4.0,663.66,2.0,52.2,7.0,215.0,606.0,70.0,4.0,65.92,16.0,35.0,4.022,4.0,80.4,402.0,7.120000000000002,16.0,9.0,9.0,1.625,1.625,2.8,10.0,1519.0,0.32824,10.0
Mn1 Se1 O3,-1.650879935,15.9994,3.44,2.8840000000000003,0.6672,14.42,2.0,9.105,66.0,1.89,14.2,0.6399999999999999,87.0,54.8,8.0,66.0,1.2799999999999998,54.8,12.0,16.0,6.0,89.0,3.6,91.4,3.2,15.9994,12.0,9.105,16.0,8.0,267.0,2.0,2177.4,4.0,435.48,2.0,53.400000000000006,3.0,205.0,457.0,71.0,4.0,65.44,16.0,15.0,0.799,4.0,80.4,402.0,30.48,16.0,8.0,9.0,0.799,0.799,2.8800000000000003,10.0,1519.0,0.25568,10.0
Mn1 Sn1 O3,-2.083893313,15.9994,3.44,2.766,0.8088,13.83,2.0,9.105,66.0,1.89,13.8,0.8,87.0,54.8,8.0,66.0,1.44,54.8,12.0,14.0,6.0,87.0,3.6,95.2,2.8,15.9994,12.0,9.105,16.0,8.0,394.0,2.0,2188.48,4.0,437.696,2.0,78.80000000000001,3.0,205.0,476.0,69.0,4.0,80.16,16.0,15.0,0.0,4.0,78.6,393.0,35.04,14.0,10.0,9.0,0.0,0.0,2.72,10.0,1519.0,0.0,10.0
Mn1 Tl1 Cl3,-1.440141706,35.453,3.16,2.53,0.756,12.65,3.0,24.4975,102.0,1.61,14.2,1.36,94.0,171.6,17.0,102.0,2.16,171.6,64.0,16.0,7.0,94.0,3.6,118.0,3.2,35.453,64.0,10.4875862069,17.0,17.0,603.0,1.0,2610.8,5.0,522.1600000000001,1.0,120.60000000000002,3.0,153.0,590.0,71.0,5.0,67.92000000000002,17.0,15.0,7.478999999999999,5.0,82.0,410.0,19.200000000000003,27.0,8.0,10.0,2.493,2.493,3.3600000000000003,10.0,1519.0,1.19664,10.0
Mn1 Tl1 F3,-2.597415334,18.9984032,3.98,3.022,1.1496,15.11,2.0,9.7075,57.0,2.43,14.2,1.36,93.0,53.5,9.0,57.0,2.16,53.5,15.0,16.0,7.0,93.0,3.6,91.0,3.2,18.9984032,15.0,9.7075,17.0,9.0,456.0,1.0,2256.5,5.0,451.30000000000007,1.0,91.20000000000002,3.0,202.0,455.0,71.0,5.0,91.44,17.0,15.0,5.91,5.0,81.4,407.0,40.8,27.0,8.0,10.0,1.97,1.97,3.3600000000000003,10.0,1519.0,0.9456,10.0
Mo1 Br3 O1,-1.151260577,79.904,3.44,2.8960000000000004,0.2943999999999998,14.48,4.0,29.48,120.0,1.2799999999999998,14.599999999999998,0.4,95.0,265.8,35.0,66.0,1.52,54.8,64.0,19.0,17.0,95.0,3.6,116.0,3.8,15.9994,12.0,9.105,17.0,8.0,433.0,1.0,3748.2,5.0,749.6400000000001,1.0,86.60000000000001,7.0,217.0,580.0,73.0,5.0,56.96,17.0,35.0,4.371,5.0,84.4,422.0,20.0,17.0,5.0,11.0,1.457,1.457,3.4400000000000013,10.0,2896.0,0.6993600000000001,10.0
Mo1 N1 Cl3,-1.095291835,35.453,3.16,2.936,0.3104000000000001,14.68,3.0,24.4975,102.0,1.0,14.4,0.7200000000000002,94.0,171.6,17.0,71.0,1.6800000000000002,63.05,64.0,18.0,7.0,94.0,1.6,106.2,3.6,14.0067,64.0,14.76875,17.0,7.0,615.0,1.0,3473.8500000000004,5.0,694.7700000000001,1.0,123.0,1.0,165.0,531.0,72.0,5.0,70.80000000000001,17.0,5.0,13.916,5.0,82.8,414.0,19.119999999999997,7.0,6.0,11.0,6.437,6.437,3.3600000000000008,5.0,2896.0,1.4615200000000002,5.0
N1 Cl1 O3,-0.521598329,15.9994,3.44,3.3040000000000003,0.1631999999999998,16.52,2.0,9.105,66.0,0.3999999999999999,16.0,0.4,87.0,54.8,8.0,66.0,0.4,54.8,12.0,20.0,6.0,94.0,0.0,74.2,4.0,14.0067,12.0,9.105,16.0,7.0,294.0,2.0,399.05,4.0,79.81,2.0,58.80000000000001,0.0,182.0,371.0,80.0,5.0,56.16,17.0,0.0,8.93,2.0,87.4,437.0,11.12,7.0,10.0,2.0,6.437,6.437,0.4,0.0,171.6,2.1432,0.0
Na3 Br1 O1,-1.615873121,22.98976928,3.44,1.838,1.0896,9.19,3.0,29.2433333333,166.0,2.51,7.2,0.72,2.0,370.87,11.0,66.0,2.16,54.8,229.0,9.0,1.0,95.0,3.2,136.79999999999998,1.8,15.9994,12.0,9.105,1.0,8.0,763.0,0.0,1433.21,0.0,286.642,1.0,152.60000000000002,2.0,217.0,684.0,36.0,5.0,91.68,17.0,10.0,1.457,5.0,37.6,188.0,35.040000000000006,17.0,3.0,16.0,1.457,1.457,7.439999999999999,10.0,370.87,0.46624,10.0
Na3 Cl1 O1,-1.697610746,22.98976928,3.44,1.878,1.1376,9.39,3.0,29.2433333333,166.0,2.51,7.2,0.72,2.0,370.87,11.0,66.0,2.16,54.8,229.0,9.0,1.0,94.0,0.0,133.2,1.8,15.9994,12.0,9.105,1.0,8.0,763.0,0.0,1339.01,0.0,267.802,1.0,152.60000000000002,0.0,217.0,666.0,36.0,5.0,91.68,17.0,0.0,2.493,5.0,37.400000000000006,187.0,39.36,7.0,3.0,16.0,2.493,2.493,7.439999999999999,0.0,370.87,0.79776,0.0
Na1 As1 O3,-1.884905668,15.9994,3.44,2.686,0.9047999999999998,13.43,2.0,9.105,66.0,2.51,12.8,0.7200000000000001,87.0,54.8,8.0,66.0,1.2000000000000002,54.8,12.0,15.0,6.0,87.0,3.2,96.6,3.0,15.9994,12.0,9.105,16.0,8.0,431.0,2.0,1625.27,4.0,325.054,2.0,86.2,2.0,217.0,483.0,64.0,4.0,89.04,16.0,10.0,0.0,4.0,69.39999999999999,347.0,36.72,15.0,9.0,15.0,0.0,0.0,4.72,10.0,1090.0,0.0,10.0
Na1 B1 Pt3,-0.515345987,195.084,2.28,1.962,0.4127999999999999,9.81,6.0,15.02,136.0,1.3499999999999996,8.8,1.6,63.0,2041.4,78.0,84.0,0.32,370.87,225.0,1.0,24.0,72.0,4.32,131.6,0.2,10.811,166.0,7.1725,10.0,5.0,1070.0,0.0,8843.07,0.0,1768.614,2.0,214.0,5.4,63.0,658.0,44.0,1.0,19.200000000000003,13.0,27.0,1.524,1.0,52.6,263.0,19.040000000000006,24.0,5.0,12.0,1.524,1.524,3.12,9.0,2348.0,0.48768,9.0
