composition,formation_energy (eV/atom),band_gap (eV),sum_Number,sum_MendeleevNumber,sum_AtomicWeight,sum_MeltingT,sum_Column,sum_Row,sum_CovalentRadius,sum_Electronegativity,sum_NsValence,sum_NpValence,sum_NdValence,sum_NfValence,sum_NValence,sum_NsUnfilled,sum_NpUnfilled,sum_NdUnfilled,sum_NfUnfilled,sum_NUnfilled,sum_GSvolume_pa,sum_GSbandgap,sum_GSmagmom,sum_SpaceGroupNumber,avg_Number,avg_MendeleevNumber,avg_AtomicWeight,avg_MeltingT,avg_Column,avg_Row,avg_CovalentRadius,avg_Electronegativity,avg_NsValence,avg_NpValence,avg_NdValence,avg_NfValence,avg_NValence,avg_NsUnfilled,avg_NpUnfilled,avg_NdUnfilled,avg_NfUnfilled,avg_NUnfilled,avg_GSvolume_pa,avg_GSbandgap,avg_GSmagmom,avg_SpaceGroupNumber,dev_Number,dev_MendeleevNumber,dev_AtomicWeight,dev_MeltingT,dev_Column,dev_Row,dev_CovalentRadius,dev_Electronegativity,dev_NsValence,dev_NpValence,dev_NdValence,dev_NfValence,dev_NValence,dev_NsUnfilled,dev_NpUnfilled,dev_NdUnfilled,dev_NfUnfilled,dev_NUnfilled,dev_GSvolume_pa,dev_GSbandgap,dev_GSmagmom,dev_SpaceGroupNumber,range_Number,range_MendeleevNumber,range_AtomicWeight,range_MeltingT,range_Column,range_Row,range_CovalentRadius,range_Electronegativity,range_NsValence,range_NpValence,range_NdValence,range_NfValence,range_NValence,range_NsUnfilled,range_NpUnfilled,range_NdUnfilled,range_NfUnfilled,range_NUnfilled,range_GSvolume_pa,range_GSbandgap,range_GSmagmom,range_SpaceGroupNumber,max_Number,max_MendeleevNumber,max_AtomicWeight,max_MeltingT,max_Column,max_Row,max_CovalentRadius,max_Electronegativity,max_NsValence,max_NpValence,max_NdValence,max_NfValence,max_NValence,max_NsUnfilled,max_NpUnfilled,max_NdUnfilled,max_NfUnfilled,max_NUnfilled,max_GSvolume_pa,max_GSbandgap,max_GSmagmom,max_SpaceGroupNumber,min_Number,min_MendeleevNumber,min_AtomicWeight,min_MeltingT,min_Column,min_Row,min_CovalentRadius,min_Electronegativity,min_NsValence,min_NpValence,min_NdValence,min_NfValence,min_NValence,min_NsUnfilled,min_NpUnfilled,min_NdUnfilled,min_NfUnfilled,min_NUnfilled,min_GSvolume_pa,min_GSbandgap,min_GSmagmom,min_SpaceGroupNumber,mode_Number,mode_MendeleevNumber,mode_AtomicWeight,mode_MeltingT,mode_Column,mode_Row,mode_CovalentRadius,mode_Electronegativity,mode_NsValence,mode_NpValence,mode_NdValence,mode_NfValence,mode_NValence,mode_NsUnfilled,mode_NpUnfilled,mode_NdUnfilled,mode_NfUnfilled,mode_NUnfilled,mode_GSvolume_pa,mode_GSbandgap,mode_GSmagmom,mode_SpaceGroupNumber
W1 N1 Cl3,-0.85789827,1.8151,132.0,415.0,304.2057,4272.85,72.0,17.0,539.0,14.88,10.0,18.0,4.0,14.0,46.0,0.0,6.0,6.0,0.0,12.0,104.31125,13.916,0.0,615.0,26.4,83.0,60.84114000000001,854.57,14.399999999999999,3.4,107.8,2.976,2.0,3.6,0.8,2.8000000000000003,9.2,0.0,1.2000000000000002,1.2000000000000002,0.0,2.4000000000000004,20.86225,2.7832,0.0,123.0,19.04,13.2,49.19954400000001,1136.172,3.3600000000000008,1.04,21.68,0.24640000000000012,0.0,1.6800000000000002,1.2800000000000002,4.48,4.319999999999999,0.0,0.7200000000000002,1.92,0.0,1.6800000000000002,4.362299999999999,1.4615200000000002,0.0,70.80000000000001,67.0,43.0,169.8333,3631.95,11.0,4.0,91.0,0.8000000000000003,0.0,5.0,4.0,14.0,15.0,0.0,3.0,6.0,0.0,5.0,9.728749999999998,6.437,0.0,165.0,74.0,94.0,183.84,3695.0,17.0,6.0,162.0,3.16,2.0,5.0,4.0,14.0,20.0,0.0,3.0,6.0,0.0,6.0,24.4975,6.437,0.0,229.0,7.0,51.0,14.0067,63.05,6.0,2.0,71.0,2.36,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,14.76875,0.0,0.0,64.0,17.0,94.0,35.453,171.6,17.0,3.0,102.0,3.16,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,24.4975,2.493,0.0,64.0
W1 O1 F3,-2.611922758,2.4411,109.0,417.0,256.8346096,3910.3,73.0,14.0,399.0,17.74,10.0,19.0,4.0,14.0,47.0,0.0,5.0,6.0,0.0,11.0,54.2775,5.91,0.0,286.0,21.8,83.4,51.366921919999996,782.0600000000001,14.6,2.8,79.8,3.548,2.0,3.8,0.8,2.8000000000000003,9.4,0.0,1.0,1.2000000000000002,0.0,2.2,10.8555,1.182,0.0,57.2,20.880000000000003,12.959999999999997,52.989231231999995,1165.1760000000002,3.4400000000000004,1.2799999999999998,32.88,0.5184,0.0,1.52,1.2800000000000002,4.48,4.24,0.0,0.4,1.92,0.0,1.52,2.0778,0.9456,0.0,68.72,66.0,42.0,167.8406,3641.5,11.0,4.0,105.0,1.62,0.0,5.0,4.0,14.0,14.0,0.0,2.0,6.0,0.0,5.0,6.945,1.97,0.0,217.0,74.0,93.0,183.84,3695.0,17.0,6.0,162.0,3.98,2.0,5.0,4.0,14.0,20.0,0.0,2.0,6.0,0.0,6.0,16.05,1.97,0.0,229.0,8.0,51.0,15.9994,53.5,6.0,2.0,57.0,2.36,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,9.105,0.0,0.0,12.0,9.0,93.0,18.9984032,53.5,17.0,2.0,57.0,3.98,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,9.7075,1.97,0.0,15.0
Y3 Al1 C1,-0.392496336,0.0,136.0,186.0,305.7097886,10153.470000000001,36.0,20.0,767.0,7.82,10.0,3.0,3.0,0.0,16.0,0.0,9.0,27.0,0.0,36.0,119.215,4.496,0.0,1001.0,27.2,37.2,61.14195772000001,2030.694,7.200000000000001,4.0,153.39999999999998,1.564,2.0,0.6000000000000001,0.6,0.0,3.2,0.0,1.8,5.3999999999999995,0.0,7.199999999999999,23.843,0.8992000000000001,0.0,200.2,14.16,30.240000000000002,33.316670736,716.9223999999999,5.040000000000001,1.2000000000000002,43.92,0.41280000000000006,0.0,0.72,0.48,0.0,0.3200000000000001,0.0,2.16,4.32,0.0,2.16,10.226400000000002,1.43872,0.0,9.919999999999995,33.0,65.0,76.89515,2889.5299999999997,11.0,3.0,114.0,1.3299999999999998,0.0,2.0,1.0,0.0,1.0,0.0,5.0,9.0,0.0,5.0,26.725,4.496,0.0,31.0,39.0,77.0,88.90585,3823.0,14.0,5.0,190.0,2.55,2.0,2.0,1.0,0.0,4.0,0.0,5.0,9.0,0.0,9.0,32.365,4.496,0.0,225.0,6.0,12.0,12.0107,933.47,3.0,2.0,76.0,1.22,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.64,0.0,0.0,194.0,39.0,12.0,88.90585,1799.0,3.0,5.0,190.0,1.22,2.0,0.0,1.0,0.0,3.0,0.0,0.0,9.0,0.0,9.0,32.365,0.0,0.0,194.0
Y3 Ga1 C1,-0.452619005,0.0,154.0,187.0,348.45125,9522.91,36.0,21.0,768.0,8.02,10.0,3.0,13.0,0.0,26.0,0.0,9.0,27.0,0.0,36.0,121.5925,4.496,0.0,840.0,30.799999999999997,37.4,69.69025,1904.5819999999999,7.200000000000001,4.2,153.6,1.604,2.0,0.6000000000000001,2.6,0.0,5.2,0.0,1.8,5.3999999999999995,0.0,7.199999999999999,24.3185,0.8992000000000001,0.0,168.0,9.920000000000002,30.48,23.071819999999995,767.3671999999999,5.040000000000001,0.96,43.68000000000001,0.4608,0.0,0.72,2.9600000000000004,0.0,3.12,0.0,2.16,4.32,0.0,2.16,9.655800000000001,1.43872,0.0,41.6,33.0,65.0,76.89515,3520.09,11.0,3.0,114.0,1.3299999999999998,0.0,2.0,10.0,0.0,10.0,0.0,5.0,9.0,0.0,5.0,26.725,4.496,0.0,130.0,39.0,77.0,88.90585,3823.0,14.0,5.0,190.0,2.55,2.0,2.0,10.0,0.0,13.0,0.0,5.0,9.0,0.0,9.0,32.365,4.496,0.0,194.0,6.0,12.0,12.0107,302.91,3.0,2.0,76.0,1.22,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.64,0.0,0.0,64.0,39.0,12.0,88.90585,1799.0,3.0,5.0,190.0,1.22,2.0,0.0,1.0,0.0,3.0,0.0,0.0,9.0,0.0,9.0,32.365,0.0,0.0,194.0
Y3 In1 C1,-0.504970119,0.0,172.0,188.0,393.54625,9649.75,36.0,22.0,788.0,7.99,10.0,3.0,13.0,0.0,26.0,0.0,9.0,27.0,0.0,36.0,126.995,4.496,0.0,915.0,34.400000000000006,37.6,78.70925,1929.9499999999998,7.200000000000001,4.4,157.6,1.598,2.0,0.6000000000000001,2.6,0.0,5.2,0.0,1.8,5.3999999999999995,0.0,7.199999999999999,25.399,0.8992000000000001,0.0,183.0,11.359999999999998,30.72,26.67942,757.2199999999999,5.040000000000001,0.9599999999999997,38.88,0.4536,0.0,0.72,2.9600000000000004,0.0,3.12,0.0,2.16,4.32,0.0,2.16,8.359200000000001,1.43872,0.0,17.6,43.0,65.0,102.8073,3393.25,11.0,3.0,114.0,1.3299999999999998,0.0,2.0,10.0,0.0,10.0,0.0,5.0,9.0,0.0,5.0,26.725,4.496,0.0,55.0,49.0,77.0,114.818,3823.0,14.0,5.0,190.0,2.55,2.0,2.0,10.0,0.0,13.0,0.0,5.0,9.0,0.0,9.0,32.365,4.496,0.0,194.0,6.0,12.0,12.0107,429.75,3.0,2.0,76.0,1.22,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.64,0.0,0.0,139.0,39.0,12.0,88.90585,1799.0,3.0,5.0,190.0,1.22,2.0,0.0,1.0,0.0,3.0,0.0,0.0,9.0,0.0,9.0,32.365,0.0,0.0,194.0
Y3 Pb1 C1,-0.544463837,0.0,205.0,194.0,485.92825,9820.61,37.0,23.0,792.0,8.54,10.0,4.0,13.0,14.0,41.0,0.0,8.0,27.0,0.0,35.0,130.845,4.496,0.0,1001.0,41.0,38.8,97.18565000000001,1964.1219999999998,7.4,4.6000000000000005,158.39999999999998,1.708,2.0,0.8,2.6,2.8000000000000003,8.200000000000001,0.0,1.6,5.3999999999999995,0.0,6.999999999999999,26.169,0.8992000000000001,0.0,200.2,16.4,32.16,44.00574,743.5511999999999,5.28,1.0399999999999996,37.92,0.5856,0.0,0.96,2.9600000000000004,4.48,7.92,0.0,1.92,4.32,0.0,2.4000000000000004,8.2116,1.43872,0.0,9.919999999999995,76.0,69.0,195.1893,3222.39,11.0,4.0,114.0,1.3299999999999998,0.0,2.0,10.0,14.0,25.0,0.0,4.0,9.0,0.0,5.0,26.725,4.496,0.0,31.0,82.0,81.0,207.2,3823.0,14.0,6.0,190.0,2.55,2.0,2.0,10.0,14.0,28.0,0.0,4.0,9.0,0.0,9.0,32.365,4.496,0.0,225.0,6.0,12.0,12.0107,600.61,3.0,2.0,76.0,1.22,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.64,0.0,0.0,194.0,39.0,12.0,88.90585,1799.0,3.0,5.0,190.0,1.22,2.0,0.0,1.0,0.0,3.0,0.0,0.0,9.0,0.0,9.0,32.365,0.0,0.0,194.0
Y3 Sn1 C1,-0.632149959,0.0,173.0,193.0,397.43825,9725.08,37.0,22.0,785.0,8.17,10.0,4.0,13.0,0.0,27.0,0.0,8.0,27.0,0.0,35.0,136.01999999999998,4.496,0.0,917.0,34.6,38.6,79.48765,1945.016,7.4,4.4,157.0,1.6340000000000001,2.0,0.8,2.6,0.0,5.3999999999999995,0.0,1.6,5.3999999999999995,0.0,6.999999999999999,27.204,0.8992000000000001,0.0,183.4,11.44,31.92,26.990779999999997,751.1936000000001,5.28,0.9599999999999997,39.6,0.4968,0.0,0.96,2.9600000000000004,0.0,3.44,0.0,1.92,4.32,0.0,2.4000000000000004,8.6256,1.43872,0.0,16.959999999999997,44.0,68.0,106.6993,3317.92,11.0,3.0,114.0,1.3299999999999998,0.0,2.0,10.0,0.0,11.0,0.0,4.0,9.0,0.0,5.0,27.644999999999996,4.496,0.0,53.0,50.0,80.0,118.71,3823.0,14.0,5.0,190.0,2.55,2.0,2.0,10.0,0.0,14.0,0.0,4.0,9.0,0.0,9.0,33.285,4.496,0.0,194.0,6.0,12.0,12.0107,505.08,3.0,2.0,76.0,1.22,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.64,0.0,0.0,141.0,39.0,12.0,88.90585,1799.0,3.0,5.0,190.0,1.22,2.0,0.0,1.0,0.0,3.0,0.0,0.0,9.0,0.0,9.0,32.365,0.0,0.0,194.0
Y3 Tl1 C1,-0.461994478,0.0,204.0,189.0,483.11155,9797.0,36.0,23.0,791.0,7.83,10.0,3.0,13.0,14.0,40.0,0.0,9.0,27.0,0.0,36.0,129.64499999999998,4.496,0.0,970.0,40.8,37.8,96.62231,1959.4,7.200000000000001,4.6000000000000005,158.2,1.566,2.0,0.6000000000000001,2.6,2.8000000000000003,8.0,0.0,1.8,5.3999999999999995,0.0,7.199999999999999,25.929000000000002,0.8992000000000001,0.0,194.0,16.08,30.959999999999997,43.104396,745.44,5.040000000000001,1.0399999999999996,38.16,0.4152,0.0,0.72,2.9600000000000004,4.48,7.6000000000000005,0.0,2.16,4.32,0.0,2.16,8.1156,1.43872,0.0,0.0,75.0,65.0,192.37259999999998,3246.0,11.0,4.0,114.0,1.3299999999999998,0.0,2.0,10.0,14.0,24.0,0.0,5.0,9.0,0.0,5.0,26.725,4.496,0.0,0.0,81.0,77.0,204.3833,3823.0,14.0,6.0,190.0,2.55,2.0,2.0,10.0,14.0,27.0,0.0,5.0,9.0,0.0,9.0,32.365,4.496,0.0,194.0,6.0,12.0,12.0107,577.0,3.0,2.0,76.0,1.22,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.64,0.0,0.0,194.0,39.0,12.0,88.90585,1799.0,3.0,5.0,190.0,1.22,2.0,0.0,1.0,0.0,3.0,0.0,0.0,9.0,0.0,9.0,32.365,0.0,0.0,194.0
Y1 Al3 Ni1,-0.590546875,0.0,106.0,292.0,228.5438658,6327.41,52.0,18.0,677.0,7.96,10.0,3.0,9.0,0.0,22.0,0.0,15.0,11.0,0.0,26.0,92.125,0.0,0.5953947,1094.0,21.200000000000003,58.4,45.70877316,1265.482,10.4,3.5999999999999996,135.4,1.592,2.0,0.6,1.8,0.0,4.4,0.0,3.0,2.2,0.0,5.2,18.425,0.0,0.11907894000000002,218.8,9.84,18.56,22.472681471999998,398.4144,3.12,0.72,21.840000000000003,0.1488,0.0,0.48,2.4800000000000004,0.0,2.24,0.0,2.4000000000000004,2.72,0.0,1.5200000000000002,5.5760000000000005,0.0,0.19052630400000004,9.919999999999995,26.0,61.0,61.9243114,865.53,10.0,2.0,69.0,0.69,0.0,1.0,8.0,0.0,7.0,0.0,5.0,9.0,0.0,7.0,22.045,0.0,0.5953947,31.0,39.0,73.0,88.90585,1799.0,13.0,5.0,190.0,1.91,2.0,1.0,8.0,0.0,10.0,0.0,5.0,9.0,0.0,9.0,32.365,0.0,0.5953947,225.0,13.0,12.0,26.9815386,933.47,3.0,3.0,121.0,1.22,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,194.0,13.0,73.0,26.9815386,933.47,13.0,3.0,121.0,1.61,2.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,16.48,0.0,0.0,225.0
Y1 B1 O3,-3.522259653,5.1696,68.0,345.0,147.71505,4311.4,64.0,13.0,472.0,13.58,10.0,13.0,1.0,0.0,24.0,0.0,11.0,9.0,0.0,20.0,66.8525,1.524,0.0,396.0,13.600000000000001,69.0,29.543009999999995,862.2800000000001,12.8,2.5999999999999996,94.4,2.716,2.0,2.6,0.2,0.0,4.8,0.0,2.2,1.8,0.0,4.0,13.3705,0.3048,0.0,79.2,10.160000000000002,22.799999999999997,23.745136,968.976,3.9199999999999995,0.9599999999999999,38.24000000000001,0.8688,0.0,1.6800000000000002,0.32000000000000006,0.0,1.44,0.0,1.12,2.8800000000000003,0.0,2.4,7.5978,0.48768,0.0,80.64,34.0,75.0,78.09485000000001,2293.2,13.0,3.0,124.0,2.2199999999999998,0.0,4.0,1.0,0.0,3.0,0.0,5.0,9.0,0.0,7.0,25.192500000000003,1.524,0.0,182.0,39.0,87.0,88.90585,2348.0,16.0,5.0,190.0,3.44,2.0,4.0,1.0,0.0,6.0,0.0,5.0,9.0,0.0,9.0,32.365,1.524,0.0,194.0,5.0,12.0,10.811,54.8,3.0,2.0,66.0,1.22,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,7.1725,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
Y1 B1 Rh3,-0.765475046,0.0,179.0,261.0,408.43335,10858.0,43.0,22.0,700.0,10.1,7.0,1.0,25.0,0.0,33.0,3.0,5.0,15.0,0.0,23.0,80.45750000000001,1.524,0.0,1035.0,35.8,52.2,81.68666999999999,2171.6000000000004,8.6,4.4,140.0,2.02,1.4,0.2,5.0,0.0,6.6,0.6,1.0,3.0,0.0,4.6,16.0915,0.3048,0.0,207.0,12.320000000000002,16.08,28.350268000000007,149.0399999999998,2.24,0.9599999999999999,22.400000000000002,0.3199999999999999,0.48,0.32000000000000006,3.5999999999999996,0.0,2.88,0.48,1.6,2.4000000000000004,0.0,1.92,6.5094,0.48768,0.0,21.6,40.0,60.0,92.09450000000001,549.0,10.0,3.0,106.0,1.0599999999999998,1.0,1.0,8.0,0.0,6.0,1.0,5.0,9.0,0.0,6.0,25.192500000000003,1.524,0.0,59.0,45.0,72.0,102.9055,2348.0,13.0,5.0,190.0,2.28,2.0,1.0,8.0,0.0,9.0,1.0,5.0,9.0,0.0,9.0,32.365,1.524,0.0,225.0,5.0,12.0,10.811,1799.0,3.0,2.0,84.0,1.22,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,7.1725,0.0,0.0,166.0,45.0,59.0,102.9055,2237.0,9.0,5.0,142.0,2.28,1.0,0.0,8.0,0.0,9.0,1.0,0.0,2.0,0.0,3.0,13.64,0.0,0.0,225.0
Y1 Cr1 O3,-3.191012651,2.4831,87.0,322.0,188.90015,4143.4,57.0,15.0,527.0,13.2,9.0,12.0,6.0,0.0,27.0,1.0,6.0,14.0,0.0,21.0,70.87,0.0,0.0,459.0,17.400000000000002,64.39999999999999,37.78003,828.68,11.4,3.0,105.4,2.64,1.8,2.4,1.2,0.0,5.4,0.2,1.2,2.8,0.0,4.2,14.174,0.0,0.0,91.80000000000001,11.280000000000001,27.12,26.136756,928.6560000000001,5.52,1.2000000000000002,47.28,0.96,0.31999999999999995,1.92,1.52,0.0,0.9599999999999999,0.32000000000000006,0.96,3.3600000000000003,0.0,2.6399999999999997,7.276400000000001,0.0,0.0,95.75999999999999,31.0,75.0,72.90645,2125.2,13.0,3.0,124.0,2.2199999999999998,1.0,4.0,5.0,0.0,3.0,1.0,2.0,9.0,0.0,7.0,23.26,0.0,0.0,217.0,39.0,87.0,88.90585,2180.0,16.0,5.0,190.0,3.44,2.0,4.0,5.0,0.0,6.0,1.0,2.0,9.0,0.0,9.0,32.365,0.0,0.0,229.0,8.0,12.0,15.9994,54.8,3.0,2.0,66.0,1.22,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
Y1 Ga3 Ru1,-0.58042441,0.0,176.0,290.0,399.14484999999996,5314.73,50.0,22.0,702.0,8.85,9.0,3.0,38.0,0.0,50.0,1.0,15.0,12.0,0.0,28.0,102.4475,0.0,0.0,580.0,35.2,58.0,79.82897,1062.946,10.0,4.4,140.4,1.77,1.8,0.6,7.6000000000000005,0.0,10.0,0.2,3.0,2.4000000000000004,0.0,5.6,20.4895,0.0,0.0,116.0,5.040000000000001,19.2,12.127163999999999,912.0431999999998,3.6,0.4800000000000001,22.08,0.22000000000000008,0.32,0.48,2.88,0.0,3.6,0.32000000000000006,2.4000000000000004,2.8800000000000003,0.0,1.3599999999999999,4.7501999999999995,0.0,0.0,62.4,13.0,62.0,31.346999999999994,2304.09,10.0,1.0,68.0,0.9800000000000002,1.0,1.0,9.0,0.0,10.0,1.0,5.0,9.0,0.0,5.0,18.855000000000004,0.0,0.0,130.0,44.0,74.0,101.07,2607.0,13.0,5.0,190.0,2.2,2.0,1.0,10.0,0.0,13.0,1.0,5.0,9.0,0.0,9.0,32.365,0.0,0.0,194.0,31.0,12.0,69.723,302.91,3.0,4.0,122.0,1.22,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,13.51,0.0,0.0,64.0,31.0,74.0,69.723,302.91,13.0,4.0,122.0,1.81,2.0,1.0,10.0,0.0,13.0,0.0,5.0,0.0,0.0,5.0,18.8575,0.0,0.0,64.0
Y1 Mn1 O3,-3.027483252,0.0,88.0,325.0,191.842095,3482.4,58.0,15.0,527.0,13.09,10.0,12.0,6.0,0.0,28.0,0.0,6.0,14.0,0.0,20.0,70.1675862069,0.0,0.000310120689655,447.0,17.6,65.0,38.368419,696.48,11.6,3.0,105.4,2.6180000000000003,2.0,2.4,1.2,0.0,5.6,0.0,1.2,2.8,0.0,4.0,14.03351724138,0.0,6.2024137931e-05,89.40000000000002,11.52,26.4,26.8428228,770.0160000000001,5.279999999999999,1.2000000000000002,47.28,0.9863999999999999,0.0,1.92,1.52,0.0,1.0400000000000003,0.0,0.96,3.3600000000000003,0.0,2.4,7.332593103448,0.0,9.923862068959999e-05,92.88000000000001,31.0,75.0,72.90645,1744.2,13.0,3.0,124.0,2.2199999999999998,0.0,4.0,5.0,0.0,4.0,0.0,2.0,9.0,0.0,7.0,23.26,0.0,0.000310120689655,205.0,39.0,87.0,88.90585,1799.0,16.0,5.0,190.0,3.44,2.0,4.0,5.0,0.0,7.0,0.0,2.0,9.0,0.0,9.0,32.365,0.0,0.000310120689655,217.0,8.0,12.0,15.9994,54.8,3.0,2.0,66.0,1.22,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
Y1 Mo1 N3,-1.092841091,1.9089,102.0,308.0,226.88594999999998,4884.15,54.0,16.0,557.0,12.5,9.0,9.0,6.0,0.0,24.0,1.0,9.0,14.0,0.0,24.0,92.36125000000001,19.311,0.0,1005.0,20.400000000000002,61.599999999999994,45.37719,976.83,10.8,3.2,111.4,2.5,1.8,1.7999999999999998,1.2,0.0,4.800000000000001,0.2,1.7999999999999998,2.8,0.0,4.8,18.472250000000003,3.8622,0.0,201.0,16.08,24.480000000000004,37.644588,1096.536,5.04,1.44,48.480000000000004,0.6479999999999999,0.31999999999999995,1.44,1.52,0.0,0.7199999999999996,0.32000000000000006,1.44,3.3600000000000003,0.0,2.16,5.557100000000002,3.08976,0.0,11.200000000000001,35.0,70.0,81.9533,2832.95,12.0,3.0,119.0,1.82,1.0,3.0,5.0,0.0,3.0,1.0,3.0,9.0,0.0,6.0,17.59625,6.437,0.0,35.0,42.0,82.0,95.96,2896.0,15.0,5.0,190.0,3.04,2.0,3.0,5.0,0.0,6.0,1.0,3.0,9.0,0.0,9.0,32.365,6.437,0.0,229.0,7.0,12.0,14.0067,63.05,3.0,2.0,71.0,1.22,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,14.76875,0.0,0.0,194.0,7.0,82.0,14.0067,63.05,15.0,2.0,71.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,14.76875,6.437,0.0,194.0
Y1 Ni1 Ge3,-0.570614413,0.0,163.0,310.0,365.51925,7161.200000000001,55.0,21.0,674.0,9.16,10.0,6.0,39.0,0.0,55.0,0.0,12.0,11.0,0.0,23.0,111.7,1.149,0.5953947,1094.0,32.6,62.0,73.10385,1432.2400000000002,11.0,4.2,134.8,1.8319999999999999,2.0,1.2,7.8,0.0,11.0,0.0,2.4,2.2,0.0,4.6,22.34,0.2298,0.11907894000000002,218.8,2.560000000000001,20.4,6.320799999999997,265.008,3.5999999999999996,0.3200000000000001,22.080000000000005,0.24479999999999996,0.0,0.96,2.72,0.0,3.5999999999999996,0.0,1.92,2.72,0.0,1.7599999999999998,4.808,0.18384,0.19052630400000004,9.919999999999993,11.0,67.0,30.212450000000004,587.5999999999999,11.0,1.0,70.0,0.7899999999999998,0.0,2.0,9.0,0.0,11.0,0.0,4.0,9.0,0.0,7.0,22.045,0.383,0.5953947,31.0,39.0,79.0,88.90585,1799.0,14.0,5.0,190.0,2.01,2.0,2.0,10.0,0.0,14.0,0.0,4.0,9.0,0.0,9.0,32.365,0.383,0.5953947,225.0,28.0,12.0,58.6934,1211.4,3.0,4.0,120.0,1.22,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,10.32,0.0,0.0,194.0,32.0,79.0,72.64,1211.4,14.0,4.0,120.0,2.01,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,23.005,0.383,0.0,225.0
Y1 Ni1 O3,-2.465712242,0.0,91.0,334.0,195.59744999999998,3691.4,61.0,15.0,512.0,13.45,10.0,12.0,9.0,0.0,31.0,0.0,6.0,11.0,0.0,17.0,70.0,0.0,0.5953947,455.0,18.200000000000003,66.8,39.11949,738.2800000000001,12.2,3.0,102.4,2.69,2.0,2.4,1.8,0.0,6.199999999999999,0.0,1.2,2.2,0.0,3.4000000000000004,14.0,0.0,0.11907894000000002,91.00000000000001,12.240000000000002,24.240000000000002,27.744108,820.176,4.5600000000000005,1.2000000000000002,43.68000000000001,0.8999999999999999,0.0,1.92,2.4800000000000004,0.0,1.5199999999999998,0.0,0.96,2.72,0.0,2.24,7.346,0.0,0.19052630400000004,94.80000000000001,31.0,75.0,72.90645,1744.2,13.0,3.0,124.0,2.2199999999999998,0.0,4.0,8.0,0.0,7.0,0.0,2.0,9.0,0.0,7.0,23.26,0.0,0.5953947,213.0,39.0,87.0,88.90585,1799.0,16.0,5.0,190.0,3.44,2.0,4.0,8.0,0.0,10.0,0.0,2.0,9.0,0.0,9.0,32.365,0.0,0.5953947,225.0,8.0,12.0,15.9994,54.8,3.0,2.0,66.0,1.22,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0
